,tweet,scores,tokens,length,absolutely_negative,very_negative,negative,neutral,positive,very_positive,perception
192,"b'@cutiebinftie como q a nadie le importa\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1 si te sientes mal y necesitas hablar cn alguien sabes q aqu\xc3\xad estoy para t\xc3\xad, amor:('",[ 0  0  0 -3  0 -2  0 -2 -2  0 -1  0  0  0  0  0  0  0  0  0  0  0  0],"[""b'@cutiebinftie"", 'como', 'q', 'a', 'nadie', 'le', 'importa\\xf0\\x9f\\x98\\xa1\\xf0\\x9f\\x98\\xa1\\xf0\\x9f\\x98\\xa1', 'si', 'te', 'sientes', 'mal', 'y', 'necesitas', 'hablar', 'cn', 'alguien', 'sabes', 'q', 'aqu\\xc3\\xad', 'estoy', 'para', 't\\xc3\\xad,', ""amor:('""]",187.0,2.0,4.0,2.0,10.0,0.0,0.0,0.0
193,"b'@vtrsoporte @paubz85 tampoco tengo cable ni internet, que onda?'",[0 0 0 0 0 1 0 0 0],"[""b'@vtrsoporte"", '@paubz85', 'tampoco', 'tengo', 'cable', 'ni', 'internet,', 'que', ""onda?'""]",66.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0
193,"b'estamos tan emocionadas con mis amigas por vernos, na esto es amor\xe2\x99\xa1'",[ 0  0  0  0  0  0  0  0  1 -2 -2  0],"[""b'estamos"", 'tan', 'emocionadas', 'con', 'mis', 'amigas', 'por', 'vernos,', 'na', 'esto', 'es', ""amor\\xe2\\x99\\xa1'""]",81.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0
194,b'rt @jurgflaco: @moypty acabo de ver en speedtest que panam\xc3\xa1 es 108 en mobile con 17.48 mbps \ny 38 en fixed broadband con 90.90 mbps.\npromed\xe2\x80\xa6',"[ 0  0  0  0 -2 -3  1  0  0  0 -2  0  1  0  0  0  0  0  0  1  0  0  0  0
  0]","[""b'rt"", '@jurgflaco:', '@moypty', 'acabo', 'de', 'ver', 'en', 'speedtest', 'que', 'panam\\xc3\\xa1', 'es', '108', 'en', 'mobile', 'con', '17.48', 'mbps', '\\ny', '38', 'en', 'fixed', 'broadband', 'con', '90.90', ""mbps.\\npromed\\xe2\\x80\\xa6'""]",163.0,2.0,4.0,0.0,10.0,6.0,0.0,0.0
194,"b'~ @hopelessemi ~\n\nque feliz soy de tenerte en mi vida, que feliz me haces, que bien me haces. no me alcanza la vida\xe2\x80\xa6 https://t.co/kszqpqk83f'",[ 0  0  0  2  0 -2  0  1 -3  0  0  2  2  0  0  1  2  0 -1  2  0 -1  0  0],"[""b'~"", '@hopelessemi', '~\\n\\nque', 'feliz', 'soy', 'de', 'tenerte', 'en', 'mi', 'vida,', 'que', 'feliz', 'me', 'haces,', 'que', 'bien', 'me', 'haces.', 'no', 'me', 'alcanza', 'la', 'vida\\xe2\\x80\\xa6', ""https://t.co/kszqpqk83f'""]",156.0,2.0,2.0,4.0,16.0,4.0,8.0,0.0
195,b'cable onda me tiene trabajando en el lugar m\xc3\xa1s inc\xc3\xb3modo \xf0\x9f\x99\x83\xf0\x9f\x99\x83\xf0\x9f\x99\x83\xf0\x9f\x99\x83\xf0\x9f\x99\x83',[0 0 2 0 0 1 2 0 0 0 0],"[""b'cable"", 'onda', 'me', 'tiene', 'trabajando', 'en', 'el', 'lugar', 'm\\xc3\\xa1s', 'inc\\xc3\\xb3modo', ""\\xf0\\x9f\\x99\\x83\\xf0\\x9f\\x99\\x83\\xf0\\x9f\\x99\\x83\\xf0\\x9f\\x99\\x83\\xf0\\x9f\\x99\\x83'""]",153.0,0.0,0.0,0.0,6.0,2.0,4.0,0.0
195,"b'rt @lacamadanitinmx: #felizlunes de abrir tu \xe2\x9d\xa4\xef\xb8\x8f, #adoptaunnitino abuelito. haz que sus \xc3\xbaltimos d\xc3\xadas est\xc3\xa9n rodeados de amor #adoptanocompres\xe2\x80\xa6'",[ 0  0  0 -2  0  0  0  0  0  0  0  0  0  0  0  0 -2  2  0],"[""b'rt"", '@lacamadanitinmx:', '#felizlunes', 'de', 'abrir', 'tu', '\\xe2\\x9d\\xa4\\xef\\xb8\\x8f,', '#adoptaunnitino', 'abuelito.', 'haz', 'que', 'sus', '\\xc3\\xbaltimos', 'd\\xc3\\xadas', 'est\\xc3\\xa9n', 'rodeados', 'de', 'amor', ""#adoptanocompres\\xe2\\x80\\xa6'""]",197.0,0.0,4.0,0.0,6.0,0.0,2.0,0.0
196,b'@moypty acabo de ver en speedtest que panam\xc3\xa1 es 108 en mobile con 17.48 mbps \ny 38 en fixed broadband con 90.90 mbp\xe2\x80\xa6 https://t.co/jkuh2txatt',[ 0  0 -2 -3  1  0  0  0 -2  0  1  0  0  0  0  0  0  1  0  0  0  0  0  0],"[""b'@moypty"", 'acabo', 'de', 'ver', 'en', 'speedtest', 'que', 'panam\\xc3\\xa1', 'es', '108', 'en', 'mobile', 'con', '17.48', 'mbps', '\\ny', '38', 'en', 'fixed', 'broadband', 'con', '90.90', 'mbp\\xe2\\x80\\xa6', ""https://t.co/jkuh2txatt'""]",162.0,2.0,4.0,0.0,10.0,6.0,0.0,0.0
196,b'rt @lacumbita_: muy a favor de absolutamente todos los d\xc3\xadas comerciales habidos y por haber sobretodo para hacerle sentir a los que queremo\xe2\x80\xa6',[ 0  0  0 -3  0 -2  0  0 -1  0  0  0  0  0  0  0  0  0  0 -3 -1  0  0],"[""b'rt"", '@lacumbita_:', 'muy', 'a', 'favor', 'de', 'absolutamente', 'todos', 'los', 'd\\xc3\\xadas', 'comerciales', 'habidos', 'y', 'por', 'haber', 'sobretodo', 'para', 'hacerle', 'sentir', 'a', 'los', 'que', ""queremo\\xe2\\x80\\xa6'""]",161.0,4.0,2.0,4.0,10.0,0.0,0.0,0.0
197,"b'rt @itzelordoezdeg: hoy me siento algo nerviosa pero emocionada al mismo tiempo, ser\xc3\xa1 un d\xc3\xada especial de crecimiento espiritual, dios y el\xe2\x80\xa6'",[ 0  0  0  2  0  0  0  0  0 -1  0  0  0  0  0  0 -2  0  0  0  0  0],"[""b'rt"", '@itzelordoezdeg:', 'hoy', 'me', 'siento', 'algo', 'nerviosa', 'pero', 'emocionada', 'al', 'mismo', 'tiempo,', 'ser\\xc3\\xa1', 'un', 'd\\xc3\\xada', 'especial', 'de', 'crecimiento', 'espiritual,', 'dios', 'y', ""el\\xe2\\x80\\xa6'""]",167.0,0.0,2.0,2.0,8.0,0.0,2.0,0.0
197,"b'@mayrara77170661 ashh espeeo hayas tenido un cumple bonito, llena de mucho amor, pastel y regalos'",[ 0  0  0  0  0  0  0  0  0 -2  0  0  0  0  0],"[""b'@mayrara77170661"", 'ashh', 'espeeo', 'hayas', 'tenido', 'un', 'cumple', 'bonito,', 'llena', 'de', 'mucho', 'amor,', 'pastel', 'y', ""regalos'""]",100.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0
198,b'ese feeling empinga cuando te despiertas y no hay wifi \xf0\x9f\x98\x95cable onda chucha de tu madre',[ 0  0  0  0 -2  0  0 -1  0  0  0  0 -3 -2  0  0],"[""b'ese"", 'feeling', 'empinga', 'cuando', 'te', 'despiertas', 'y', 'no', 'hay', 'wifi', '\\xf0\\x9f\\x98\\x95cable', 'onda', 'chucha', 'de', 'tu', ""madre'""]",103.0,2.0,4.0,2.0,8.0,0.0,0.0,0.0
198,b'@natiibedoya tienes un amor ciego al #matarife peque\xc3\xb1a algo gritona',[ 0  0  0  2  0 -1  0  0  0  0],"[""b'@natiibedoya"", 'tienes', 'un', 'amor', 'ciego', 'al', '#matarife', 'peque\\xc3\\xb1a', 'algo', ""gritona'""]",77.0,0.0,0.0,2.0,6.0,0.0,2.0,0.0
199,"b'que locura este pa\xc3\xads, cuarentena total s\xc3\xa1bado y domingo y la gente de cable onda, claro, cw panam\xc3\xa1 vendiendo planes\xe2\x80\xa6 https://t.co/qqoensegmz'",[ 0  0  0  0  0  0  0  0  0  0 -1  0 -2  0  0  0  0  0  0  0  0],"[""b'que"", 'locura', 'este', 'pa\\xc3\\xads,', 'cuarentena', 'total', 's\\xc3\\xa1bado', 'y', 'domingo', 'y', 'la', 'gente', 'de', 'cable', 'onda,', 'claro,', 'cw', 'panam\\xc3\\xa1', 'vendiendo', 'planes\\xe2\\x80\\xa6', ""https://t.co/qqoensegmz'""]",175.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0
199,b'mi felicidad est\xc3\xa1 en todos los mensajes que recib\xc3\xad hoy. el amor de amigos te salva \xe2\x9d\xa4\xef\xb8\x8f decir gracias queda chico!',[ 0  2  0  1  0 -1  0  0  0  0  2  2 -2  0 -2  0  0  0  0  0  0],"[""b'mi"", 'felicidad', 'est\\xc3\\xa1', 'en', 'todos', 'los', 'mensajes', 'que', 'recib\\xc3\\xad', 'hoy.', 'el', 'amor', 'de', 'amigos', 'te', 'salva', '\\xe2\\x9d\\xa4\\xef\\xb8\\x8f', 'decir', 'gracias', 'queda', ""chico!'""]",151.0,0.0,4.0,2.0,12.0,2.0,4.0,0.0
200,"b'demasiados salvo conductos, cable onda, no respeta d\xc3\xada, ni que producir\xc3\xa1n comida. cantidad de carros en la calle, y\xe2\x80\xa6 https://t.co/g6fhx4k092'",[ 0  0  0  0  0 -1  0  0  1  0  0  0  0 -2  0  1 -1  0  0  0],"[""b'demasiados"", 'salvo', 'conductos,', 'cable', 'onda,', 'no', 'respeta', 'd\\xc3\\xada,', 'ni', 'que', 'producir\\xc3\\xa1n', 'comida.', 'cantidad', 'de', 'carros', 'en', 'la', 'calle,', 'y\\xe2\\x80\\xa6', ""https://t.co/g6fhx4k092'""]",168.0,0.0,2.0,4.0,10.0,4.0,0.0,0.0
200,"b'rt @delmarr_v: feliz d\xc3\xada, amigas de mi vida. para ustedes son todas las canciones de amor. https://t.co/epu98kilig'",[ 0  0  2  0  0 -2 -3  0  0  0  0  0 -1  0 -2  0  0],"[""b'rt"", '@delmarr_v:', 'feliz', 'd\\xc3\\xada,', 'amigas', 'de', 'mi', 'vida.', 'para', 'ustedes', 'son', 'todas', 'las', 'canciones', 'de', 'amor.', ""https://t.co/epu98kilig'""]",124.0,2.0,4.0,2.0,10.0,0.0,2.0,0.0
201,b'rt @cirilibigiil: cable onda ta dando problema?',[ 0  0  0  0 -3  0  0],"[""b'rt"", '@cirilibigiil:', 'cable', 'onda', 'ta', 'dando', ""problema?'""]",50.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0
201,"b'rt @cityoran: un d\xc3\xada una amiga me estaba contando su historia de amor que nunca funcion\xc3\xb3, la escuche y lo dijo con tanto sentimiento que me\xe2\x80\xa6'","[ 0  0  0  0  0  0  2  0  0  0  0 -2  2  0  0  0 -1  0  0 -1  0  0  0  0
  0  0]","[""b'rt"", '@cityoran:', 'un', 'd\\xc3\\xada', 'una', 'amiga', 'me', 'estaba', 'contando', 'su', 'historia', 'de', 'amor', 'que', 'nunca', 'funcion\\xc3\\xb3,', 'la', 'escuche', 'y', 'lo', 'dijo', 'con', 'tanto', 'sentimiento', 'que', ""me\\xe2\\x80\\xa6'""]",168.0,0.0,2.0,4.0,10.0,0.0,4.0,0.0
202,"b'hoy me siento algo nerviosa pero emocionada al mismo tiempo, ser\xc3\xa1 un d\xc3\xada especial de crecimiento espiritual, dios y\xe2\x80\xa6 https://t.co/advyrgsrvx'",[ 0  2  0  0  0  0  0 -1  0  0  0  0  0  0 -2  0  0  0  0  0],"[""b'hoy"", 'me', 'siento', 'algo', 'nerviosa', 'pero', 'emocionada', 'al', 'mismo', 'tiempo,', 'ser\\xc3\\xa1', 'un', 'd\\xc3\\xada', 'especial', 'de', 'crecimiento', 'espiritual,', 'dios', 'y\\xe2\\x80\\xa6', ""https://t.co/advyrgsrvx'""]",168.0,0.0,2.0,2.0,8.0,0.0,2.0,0.0
202,b'rt @solsef: que lo que te haga volver sea el amor y no la costumbre',[ 0  0  0 -1  0 -2  0  0  0  2  2  0 -1 -1  0],"[""b'rt"", '@solsef:', 'que', 'lo', 'que', 'te', 'haga', 'volver', 'sea', 'el', 'amor', 'y', 'no', 'la', ""costumbre'""]",70.0,0.0,2.0,4.0,10.0,0.0,2.0,0.0
203,b'@frankchollywood @teamcableonda @masmovilpanama se\xc3\xb1ores aqu\xc3\xad en panam\xc3\xa1 existe un gran monopolio y el pap\xc3\xa1 es cable\xe2\x80\xa6 https://t.co/viwbn1ga6d',[ 0  0  0  0  0  1  0  0  0  0  0  0  2  0 -2  0  0],"[""b'@frankchollywood"", '@teamcableonda', '@masmovilpanama', 'se\\xc3\\xb1ores', 'aqu\\xc3\\xad', 'en', 'panam\\xc3\\xa1', 'existe', 'un', 'gran', 'monopolio', 'y', 'el', 'pap\\xc3\\xa1', 'es', 'cable\\xe2\\x80\\xa6', ""https://t.co/viwbn1ga6d'""]",181.0,0.0,2.0,0.0,8.0,2.0,2.0,0.0
203,b'@yunholofi suerte amor',[0 0 0],"[""b'@yunholofi"", 'suerte', ""amor'""]",25.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
204,"b'rt @anaacespedes: che, que onda esa gente que por decir algo ya sale con que no sos humilde, ser humilde no pasa por comentarios, pasa por\xe2\x80\xa6'","[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 -1  2  0  0  0 -1  0  0  0
  0  0]","[""b'rt"", '@anaacespedes:', 'che,', 'que', 'onda', 'esa', 'gente', 'que', 'por', 'decir', 'algo', 'ya', 'sale', 'con', 'que', 'no', 'sos', 'humilde,', 'ser', 'humilde', 'no', 'pasa', 'por', 'comentarios,', 'pasa', ""por\\xe2\\x80\\xa6'""]",153.0,0.0,0.0,4.0,6.0,0.0,2.0,0.0
204,b'rt @macapineiro: aprovechemos el d\xc3\xada para recordar lo m\xc3\xa1s grande que hicieron por unx amigx. yo le saqu\xc3\xa9 a una amiga un tamp\xc3\xb3n al que se le\xe2\x80\xa6',"[ 0  0  0  2  0  0  0 -1  0  0  0  0  0  0  0  0 -2  0 -3  0  0  0  0 -1
  0  0  0]","[""b'rt"", '@macapineiro:', 'aprovechemos', 'el', 'd\\xc3\\xada', 'para', 'recordar', 'lo', 'm\\xc3\\xa1s', 'grande', 'que', 'hicieron', 'por', 'unx', 'amigx.', 'yo', 'le', 'saqu\\xc3\\xa9', 'a', 'una', 'amiga', 'un', 'tamp\\xc3\\xb3n', 'al', 'que', 'se', ""le\\xe2\\x80\\xa6'""]",182.0,2.0,2.0,4.0,12.0,0.0,2.0,0.0
205,b'@frankchollywood @masmovilpanama @teamcableonda entonces te quedaste con cable onda. porque yo me iba a cambiar a mas movil.',[ 0  0  0  0 -2  0  0  0  0  0  0  2  0 -3  0 -3  0  0],"[""b'@frankchollywood"", '@masmovilpanama', '@teamcableonda', 'entonces', 'te', 'quedaste', 'con', 'cable', 'onda.', 'porque', 'yo', 'me', 'iba', 'a', 'cambiar', 'a', 'mas', ""movil.'""]",127.0,4.0,2.0,0.0,10.0,0.0,2.0,0.0
205,"b'rt @fkkcupid: \xc2\xa1hola! soy cupido y estoy ac\xc3\xa1 para lo que necesites, \xc2\xbfquieres encontrar pareja? te puedo ayudar, ac\xc3\xa1 puedes hacer declaracion\xe2\x80\xa6'",[ 0  0  0  0  0  0  0  0  0 -1  0  0  0  0  0 -2  0  0  0  0  0  0],"[""b'rt"", '@fkkcupid:', '\\xc2\\xa1hola!', 'soy', 'cupido', 'y', 'estoy', 'ac\\xc3\\xa1', 'para', 'lo', 'que', 'necesites,', '\\xc2\\xbfquieres', 'encontrar', 'pareja?', 'te', 'puedo', 'ayudar,', 'ac\\xc3\\xa1', 'puedes', 'hacer', ""declaracion\\xe2\\x80\\xa6'""]",182.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0
206,"b'juro que ayer le puse onda todo el d\xc3\xada...\npero me queme con aceite , me ca\xc3\xad de la ducha y me di\xc3\xb3 una patada el cabl\xe2\x80\xa6 https://t.co/oejmnmxmjr'","[ 0  0  0 -2  0  0  0  2  0  2  0  0  0  0  2  0 -2 -1  0  0  2  0  0  0
  2  0  0]","[""b'juro"", 'que', 'ayer', 'le', 'puse', 'onda', 'todo', 'el', 'd\\xc3\\xada...\\npero', 'me', 'queme', 'con', 'aceite', ',', 'me', 'ca\\xc3\\xad', 'de', 'la', 'ducha', 'y', 'me', 'di\\xc3\\xb3', 'una', 'patada', 'el', 'cabl\\xe2\\x80\\xa6', ""https://t.co/oejmnmxmjr'""]",176.0,0.0,4.0,2.0,16.0,0.0,10.0,0.0
206,b'@imprintcabello hola jose amor',[0 0 0 0],"[""b'@imprintcabello"", 'hola', 'jose', ""amor'""]",33.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
207,b'rt @panamaamerica: #economiapa con una inversi\xc3\xb3n de m\xc3\xa1s de 2 millones de d\xc3\xb3lares millicom a trav\xc3\xa9s de su marca comercial tigo formaliz\xc3\xb3 la\xe2\x80\xa6',[ 0  0  0  0  0  0 -2  0 -2  0  0 -2  0  0 -3  0 -2  0  0  0  0  0  0],"[""b'rt"", '@panamaamerica:', '#economiapa', 'con', 'una', 'inversi\\xc3\\xb3n', 'de', 'm\\xc3\\xa1s', 'de', '2', 'millones', 'de', 'd\\xc3\\xb3lares', 'millicom', 'a', 'trav\\xc3\\xa9s', 'de', 'su', 'marca', 'comercial', 'tigo', 'formaliz\\xc3\\xb3', ""la\\xe2\\x80\\xa6'""]",188.0,2.0,8.0,0.0,12.0,0.0,0.0,0.0
207,b'@edushinoda @chesterbe ay edu...me parte tanto el alma hoy \xf0\x9f\x98\xa3 quisiera poder estar junto a vos como aquella vez que\xe2\x80\xa6 https://t.co/slmhhi8m8r',[ 0  0  0  0  0  0  2  0  0  0  0  0  0  0 -3  1  0  0  0  0  0],"[""b'@edushinoda"", '@chesterbe', 'ay', 'edu...me', 'parte', 'tanto', 'el', 'alma', 'hoy', '\\xf0\\x9f\\x98\\xa3', 'quisiera', 'poder', 'estar', 'junto', 'a', 'vos', 'como', 'aquella', 'vez', 'que\\xe2\\x80\\xa6', ""https://t.co/slmhhi8m8r'""]",168.0,2.0,0.0,0.0,6.0,2.0,2.0,0.0
208,"b'rt @anaacespedes: che, que onda esa gente que por decir algo ya sale con que no sos humilde, ser humilde no pasa por comentarios, pasa por\xe2\x80\xa6'","[ 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0 -1  2  0  0  0 -1  0  0  0
  0  0]","[""b'rt"", '@anaacespedes:', 'che,', 'que', 'onda', 'esa', 'gente', 'que', 'por', 'decir', 'algo', 'ya', 'sale', 'con', 'que', 'no', 'sos', 'humilde,', 'ser', 'humilde', 'no', 'pasa', 'por', 'comentarios,', 'pasa', ""por\\xe2\\x80\\xa6'""]",153.0,0.0,0.0,4.0,6.0,0.0,2.0,0.0
208,"b'rt @anuelaaworld: el amor a veces se puede ocultar, la indiferencia nunca.'",[ 0  0  2  2 -3  0  0  0  0 -1  0  0],"[""b'rt"", '@anuelaaworld:', 'el', 'amor', 'a', 'veces', 'se', 'puede', 'ocultar,', 'la', 'indiferencia', ""nunca.'""]",77.0,2.0,0.0,2.0,6.0,0.0,2.0,0.0
209,b'que onda se largo a llover con todo solo por un minuto y par\xc3\xb3 como si hubieran desenchufado un cable jajjaja',[ 0  0  0  0 -3  0  0  0  0  0  0  0  0  0  0 -2  0  0  0  0  0],"[""b'que"", 'onda', 'se', 'largo', 'a', 'llover', 'con', 'todo', 'solo', 'por', 'un', 'minuto', 'y', 'par\\xc3\\xb3', 'como', 'si', 'hubieran', 'desenchufado', 'un', 'cable', ""jajjaja'""]",118.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0
209,"b'rt @kaarlaacarrill: el amor que das regresa a ti, en otro tiempo, en otra persona, o en otras circunstancias, pero siempre regresa.'",[ 0  0  2  2  0  1  0 -3  0  1  0  0  1  0  0 -2  1  0  0  0  0  0],"[""b'rt"", '@kaarlaacarrill:', 'el', 'amor', 'que', 'das', 'regresa', 'a', 'ti,', 'en', 'otro', 'tiempo,', 'en', 'otra', 'persona,', 'o', 'en', 'otras', 'circunstancias,', 'pero', 'siempre', ""regresa.'""]",134.0,2.0,2.0,0.0,14.0,8.0,2.0,0.0
210,b'@laesquinamn @manuelnunezn @rtpanama a mi esposa le dijeron en cable onda que si se acoje a la moratoria  nos dejar\xe2\x80\xa6 https://t.co/osme97zqfa',[ 0  0  0 -3 -3  0 -2  0  1  0  0  0 -2  0  0 -3 -1  0  1  0  0],"[""b'@laesquinamn"", '@manuelnunezn', '@rtpanama', 'a', 'mi', 'esposa', 'le', 'dijeron', 'en', 'cable', 'onda', 'que', 'si', 'se', 'acoje', 'a', 'la', 'moratoria', 'nos', 'dejar\\xe2\\x80\\xa6', ""https://t.co/osme97zqfa'""]",154.0,4.0,4.0,2.0,14.0,4.0,0.0,0.0
210,"b'rt @fuerzasmilcol: nuestra bandera, s\xc3\xadmbolo de amor y entrega por #colombia. por eso los soldados aviadores rendimos un homenaje a estos 21\xe2\x80\xa6'",[ 0  0  0  0  0 -2  2  0  0  0  0  0  0 -1  0  0  0  0  0 -3  0  0],"[""b'rt"", '@fuerzasmilcol:', 'nuestra', 'bandera,', 's\\xc3\\xadmbolo', 'de', 'amor', 'y', 'entrega', 'por', '#colombia.', 'por', 'eso', 'los', 'soldados', 'aviadores', 'rendimos', 'un', 'homenaje', 'a', 'estos', ""21\\xe2\\x80\\xa6'""]",161.0,2.0,2.0,2.0,8.0,0.0,2.0,0.0
211,b'y yo que me quejaba de cable onda \xf0\x9f\xa4\xa1',[ 0  0  0  2  0 -2  0  0  0],"[""b'y"", 'yo', 'que', 'me', 'quejaba', 'de', 'cable', 'onda', ""\\xf0\\x9f\\xa4\\xa1'""]",53.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0
211,b'rt @sikkaria: amor es cuando luis y yo llegamos a las tantas a casa de una fiesta nos metemos en la cama y me dice \xe2\x80\x9cno te vas a desmaquilla\xe2\x80\xa6',"[ 0  0  2 -2  0  0  0  0  0 -3 -1  0 -3  0 -2  0  0  1  0  1 -1  0  0  2
  0  0 -2  0 -3  0]","[""b'rt"", '@sikkaria:', 'amor', 'es', 'cuando', 'luis', 'y', 'yo', 'llegamos', 'a', 'las', 'tantas', 'a', 'casa', 'de', 'una', 'fiesta', 'nos', 'metemos', 'en', 'la', 'cama', 'y', 'me', 'dice', '\\xe2\\x80\\x9cno', 'te', 'vas', 'a', ""desmaquilla\\xe2\\x80\\xa6'""]",165.0,6.0,6.0,4.0,20.0,4.0,4.0,0.0
212,b'rt @talkingturtle01: por esta clase de contenido me aguanto a cable onda',[ 0  0  0 -2  0 -2  0  2  0 -3  0  0],"[""b'rt"", '@talkingturtle01:', 'por', 'esta', 'clase', 'de', 'contenido', 'me', 'aguanto', 'a', 'cable', ""onda'""]",75.0,2.0,4.0,0.0,10.0,0.0,2.0,0.0
212,"b'rt @tycsports: ""ay amor\xe2\x80\x9d \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\n\nel pedido especial del burrito ortega en la apertura de @liberotyc. https://t.co/yxju9l6rkh'",[ 0  0  0  0  0  0  0  0  0  0  1 -1  0 -2  0  0],"[""b'rt"", '@tycsports:', '""ay', 'amor\\xe2\\x80\\x9d', '\\xf0\\x9f\\xa4\\xa3\\xf0\\x9f\\xa4\\xa3\\xf0\\x9f\\xa4\\xa3\\n\\nel', 'pedido', 'especial', 'del', 'burrito', 'ortega', 'en', 'la', 'apertura', 'de', '@liberotyc.', ""https://t.co/yxju9l6rkh'""]",182.0,0.0,2.0,2.0,6.0,2.0,0.0,0.0
213,b'ey vamos mal loco qu\xc3\xa9 pas\xc3\xb3. \n\ncable onda no me hace eso en mis meetings.',[ 0  0 -1  0  0  0  0  0 -1  2  0  0  1  0  0],"[""b'ey"", 'vamos', 'mal', 'loco', 'qu\\xc3\\xa9', 'pas\\xc3\\xb3.', '\\n\\ncable', 'onda', 'no', 'me', 'hace', 'eso', 'en', 'mis', ""meetings.'""]",91.0,0.0,0.0,4.0,8.0,2.0,2.0,0.0
213,b'rt @amilcarivan: #lunanueva para hacer esta #oraci\xc3\xb3n de limpieza: \nlibero las energ\xc3\xadas que vibran abajo del amor. libero mi mente y mi cuer\xe2\x80\xa6',[ 0  0  0  0  0 -2  0 -2  0  0 -1  0  0  0  0  0  0  0 -3  0  0 -3  0],"[""b'rt"", '@amilcarivan:', '#lunanueva', 'para', 'hacer', 'esta', '#oraci\\xc3\\xb3n', 'de', 'limpieza:', '\\nlibero', 'las', 'energ\\xc3\\xadas', 'que', 'vibran', 'abajo', 'del', 'amor.', 'libero', 'mi', 'mente', 'y', 'mi', ""cuer\\xe2\\x80\\xa6'""]",169.0,4.0,4.0,2.0,12.0,0.0,0.0,0.0
214,b'cable onda ta dando problema?',[ 0  0 -3  0  0],"[""b'cable"", 'onda', 'ta', 'dando', ""problema?'""]",32.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0
214,b'rt @sikkaria: amor es cuando luis y yo llegamos a las tantas a casa de una fiesta nos metemos en la cama y me dice \xe2\x80\x9cno te vas a desmaquilla\xe2\x80\xa6',"[ 0  0  2 -2  0  0  0  0  0 -3 -1  0 -3  0 -2  0  0  1  0  1 -1  0  0  2
  0  0 -2  0 -3  0]","[""b'rt"", '@sikkaria:', 'amor', 'es', 'cuando', 'luis', 'y', 'yo', 'llegamos', 'a', 'las', 'tantas', 'a', 'casa', 'de', 'una', 'fiesta', 'nos', 'metemos', 'en', 'la', 'cama', 'y', 'me', 'dice', '\\xe2\\x80\\x9cno', 'te', 'vas', 'a', ""desmaquilla\\xe2\\x80\\xa6'""]",165.0,6.0,6.0,4.0,20.0,4.0,4.0,0.0
215,b'por esta clase de contenido me aguanto a cable onda https://t.co/h81mkw7iir',[ 0 -2  0 -2  0  2  0 -3  0  0  0],"[""b'por"", 'esta', 'clase', 'de', 'contenido', 'me', 'aguanto', 'a', 'cable', 'onda', ""https://t.co/h81mkw7iir'""]",78.0,2.0,4.0,0.0,10.0,0.0,2.0,0.0
215,"b'en la atracci\xc3\xb3n, amor no https://t.co/ghcgzgero1'",[ 0 -1  0  2 -1  0],"[""b'en"", 'la', 'atracci\\xc3\\xb3n,', 'amor', 'no', ""https://t.co/ghcgzgero1'""]",58.0,0.0,0.0,4.0,6.0,0.0,2.0,0.0
216,b'rt @anthonyy_e: yo viendo historias con el wifi de cable onda \xf0\x9f\xa4\xa1 https://t.co/m0zbtyyoif',[ 0  0  0  0  0  0  2  0 -2  0  0  0  0],"[""b'rt"", '@anthonyy_e:', 'yo', 'viendo', 'historias', 'con', 'el', 'wifi', 'de', 'cable', 'onda', '\\xf0\\x9f\\xa4\\xa1', ""https://t.co/m0zbtyyoif'""]",105.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0
216,"b'rt @cromdbcrew: si no sabes darlo, entonces tampoco lo pidas. estoy hablando de un abrazo, del amor, del respeto y del perd\xc3\xb3n.'",[ 0  0 -2 -1  0  0  0  0 -1  0  0  0 -2  0  0  0  0  0  0  0  0  0],"[""b'rt"", '@cromdbcrew:', 'si', 'no', 'sabes', 'darlo,', 'entonces', 'tampoco', 'lo', 'pidas.', 'estoy', 'hablando', 'de', 'un', 'abrazo,', 'del', 'amor,', 'del', 'respeto', 'y', 'del', ""perd\\xc3\\xb3n.'""]",136.0,0.0,4.0,4.0,8.0,0.0,0.0,0.0
